"","date","date1","mon","weekday","mean_price","trade","mean_T","min_T","max_T","prec","max_ws","mean_ws","rh","light","prec1","pre.price"
"72",2013-08-28,2011-08-28,"08","수요일",22196,97,24.9381086519115,18.4058350100604,32.3895774647887,0,3.91376257545272,1.39766599597586,67.6021730382294,9.53561368209255,"0",13754
"73",2013-08-29,2011-08-29,"08","목요일",20127,63,25.3244265593561,19.4350503018109,31.9215291750503,0,2.91991951710262,1.06929577464789,68.7435412474849,7.39581488933602,"0",22196
"74",2013-08-30,2011-08-30,"08","금요일",17242,62,26.0863581488934,20.0254728370221,32.5517505030181,3.36800804828974,4.97734406438632,1.79822937625755,76.1221327967807,3.20579476861167,"2",20127
"75",2013-08-31,2011-08-31,"08","토요일",16250,56,25.5907042253521,23.3518712273642,30.209014084507,1.71146881287726,3.75629778672032,1.15565392354125,81.9622937625755,2.35287726358149,"1",17242
"76",2013-09-02,2011-09-02,"09","월요일",20529,139,22.4123138832998,18.1380684104628,28.0182696177062,0,3.90245472837022,1.7369014084507,70.2230181086519,8.51002012072435,"0",16250
"77",2013-09-03,2011-09-03,"09","화요일",25829,82,22.3444668008048,16.8394366197183,29.0498591549296,0,4.07034205231388,1.34547283702213,69.3789134808853,7.44869215291751,"0",20529
"78",2013-09-04,2011-09-04,"09","수요일",26396,91,20.2501810865191,17.8022937625755,23.1206438631791,0,2.47778672032193,0.841287726358149,79.258953722334,0.0463581488933602,"0",25829
"79",2013-09-05,2011-09-05,"09","목요일",28470,98,20.4373038229376,15.3558551307847,28.1078068410463,0,4.4810060362173,1.60599597585513,66.1378672032193,9.5687323943662,"0",26396
"80",2013-09-06,2011-09-06,"09","금요일",25117,64,19.5825754527163,13.6531187122736,24.4430985915493,0,3.88265593561368,1.22748490945674,68.9441448692153,4.16173038229376,"0",28470
"81",2013-09-07,2011-09-07,"09","토요일",18638,105,19.1367002012072,17.2762575452716,21.7063983903421,3.17344064386318,2.92559356136821,0.902937625754527,87.1848692152917,0.0490945674044266,"2",25117
"82",2013-09-09,2011-09-09,"09","월요일",34552,48,21.2689738430584,15.6332394366197,29.2383903420523,0,3.44374245472837,1.10370221327968,71.3845875251509,7.66370221327968,"0",18638
"83",2013-09-10,2011-09-10,"09","화요일",37321,53,21.4449899396378,14.8154124748491,28.8578269617706,0,3.19830985915493,1.03959758551308,70.5680482897384,7.44865191146881,"0",34552
"84",2013-09-11,2011-09-11,"09","수요일",16513,110,23.3910261569416,17.6536016096579,29.3190342052314,0.0970221327967807,2.91094567404427,1.06237424547284,69.9765794768612,4.01171026156942,"1",37321
"85",2013-09-12,2011-09-12,"09","목요일",22087,63,23.2552515090543,20.4985513078471,27.1819315895372,1.60301810865191,2.77348088531187,0.923782696177062,77.6377867203219,0.465070422535211,"1",16513
"86",2013-09-14,2011-09-14,"09","토요일",23182,121,25.3311871227364,19.9258350100604,31.3776257545272,0.039476861167002,3.53875251509054,1.2138430583501,76.8665191146881,4.50285714285714,"1",22087
"87",2013-09-16,2011-09-16,"09","월요일",7815,54,22.0870824949698,16.8542857142857,29.8529175050302,0,4.02619718309859,1.2415291750503,76.6108651911469,7.76700201207244,"0",23182
"88",2013-09-23,2011-09-23,"09","월요일",14184,19,20.4960563380282,16.7213279678068,27.0621730382294,0.19307847082495,5.5897384305835,1.68221327967807,75.8629376257545,2.90124748490946,"1",7815
"89",2013-10-01,2011-10-01,"10","화요일",33457,23,NA,17.7329577464789,NA,9.9579476861167,NA,NA,NA,3.87291750503018,"2",14184
"90",2013-10-02,2011-10-02,"10","수요일",23738,21,20.3372635814889,16.0911871227364,26.3767002012072,0,3.83625754527163,1.38567404426559,76.8201609657948,6.62901408450704,"0",33457
"91",2013-10-03,2011-10-03,"10","목요일",11045,22,19.4718309859155,14.4191951710262,26.1134004024145,0.639517102615694,4.51203219315895,1.63002012072435,75.2598390342052,NA,"1",23738
"92",2013-10-17,2011-10-17,"10","목요일",2000,21,10.3228571428571,4.9502615694165,17.388490945674,0,3.47806841046278,1.45581488933602,64.3558953722334,8.83750503018109,"0",11045
"94",2014-07-15,2011-07-15,"07","화요일",14000,17,27.0235412474849,21.2530382293763,33.7309054325956,0,3.9558953722334,2.01818913480885,57.2710261569416,11.6715895372233,"0",10500
"95",2014-08-02,2011-08-02,"08","토요일",3028,54,27.0383098591549,22.2065995975855,32.8733199195171,0.808812877263581,5.14020120724346,2.05042253521127,76.3844668008048,2.81476861167002,"1",14000
"96",2014-08-08,2011-08-08,"08","금요일",8811,53,22.4985915492958,20.6616901408451,25.62523138833,29.0402414486922,3.31110663983903,1.16732394366197,92.5845472837022,0,"2",3028
"97",2014-08-09,2011-08-09,"08","토요일",8649,37,22.2858350100604,19.2169818913481,25.3460764587525,15.4603621730382,4.69649899396378,2.25637826961771,81.7091348088531,0.119114688128773,"2",8811
"98",2014-08-11,2011-08-11,"08","월요일",7468,78,22.6600804828974,20.3946881287726,27.9540442655936,14.0661971830986,5.40929577464789,1.28832997987928,88.3034607645875,0.678028169014085,"2",8649
"99",2014-08-13,2011-08-13,"08","수요일",8117,56,24.9220120724346,19.0550905432596,31.5431790744467,0,3.86893360160966,1.53468812877264,68.1703420523139,11.0759356136821,"0",7468
"100",2014-08-14,2011-08-14,"08","목요일",7784,74,22.8668812877264,19.774245472837,27.2593963782696,3.23380281690141,2.80845070422535,0.785633802816901,85.2151710261569,0.0478470824949698,"2",8117
"101",2014-08-15,2011-08-15,"08","금요일",18672,35,20.3329175050302,18.8461569416499,21.3194366197183,40.0181086519115,2.98676056338028,0.975090543259557,94.798430583501,0,"2",7784
"102",2014-08-16,2011-08-16,"08","토요일",8021,231,22.8365392354125,20.4779476861167,26.4898993963783,0.909255533199195,3.71778672032193,1.34832997987928,86.7234607645875,2.22571428571429,"1",18672
"103",2014-08-18,2011-08-18,"08","월요일",15716,88,22.439476861167,19.4551307847082,27.8392756539235,20.6784708249497,4.37082494969819,1.76132796780684,81.4154929577465,1.07271629778672,"2",8021
"104",2014-08-20,2011-08-20,"08","수요일",6182,22,23.3270422535211,21.2124748490946,28.0669617706237,26.0480885311871,2.81138832997988,1.06760563380282,91.9559758551308,0.400201207243461,"2",15716
"105",2014-08-21,2011-08-21,"08","목요일",5357,21,23.1217706237425,21.822092555332,24.7531589537223,20.4046277665996,2.43979879275654,1.11682092555332,94.9389134808853,0.0224144869215292,"2",6182
"106",2014-08-22,2011-08-22,"08","금요일",16275,100,25.8111871227364,22.3576659959759,31.0193158953722,52.5547283702213,4.85903420523139,2.04478873239437,75.8574647887324,5.28672032193159,"2",5357
